Kood;Vanem;Tegevusala tekst;SIIA KUULUB;SIIA KUULUB VEEL;SIIA EI KUULU;ERIALALIIDUD;ON ERINÕUDEID?
43129;4312;Muud kaeve- ja mullatööd;"Siia klassi kuulub:
- pinnasetööd, nt kaevetööd, tagasitäide, tasandamine, kraavi kaevamine, lõhkamine
Siia klassi kuulub ka:
- ala ettevalmistamine kaevandamiseks ja muu maavarade leiukohtade (v.a nafta-ja gaasiväljad) arendamine ja ettevalmistamine
- paiga ettevalmistamine arheoloogilisteks kaevamisteks";"horisontaalpuurimine kaablite paigaldamiseks
mulla siirdamine
pinnase süvendamine, pinnasesiirdetööd, ehitusplatsi profileerimine";"pinnase eemaldamine kaevandustes, vt jagu B
nafta või gaasi ammutamiseks puuraukude puurimine, vt 06101, 06201
nafta või gaasi ammutamisega seotud kontrollpuurimine, vt 09101
katsepuurimise ja puurimise abiteenused, nt kaevandamisega seoses, vt 09901
pinnase saastest puhastamine, vt 39001
veekaevude puurimine, vt 42212
šahtide süvistamine, vt 43501";;EI
4313;431;Kontrollpuurimine ja sondimine;"Siia klassi kuulub:
- katsepuurimine, katseläbindamine ja südamikpuurimine ehituslikel, geofüüsikalistel, geoloogilistel jms eesmärkidel.";;"nafta või gaasi ammutamiseks puuraukude puurimine, vt 0610, 0620
nafta või gaasi ammutamisega seotud katsepuurimine, vt 0910
kaevandamisega seotud katsepuurimine ja puurimise abitegevused, vt 0990
veekaevude puurimine, vt 4221
puurimistööd maasoojuse kasutamiseks, vt 4221
šahtide süvistamine, vt 4350
nafta- ja gaasimaardlate uurimine, geofüüsikaline, geoloogiline ja seismiline uuring, vt 7112";;JAH
43131;4313;Kontrollpuurimine ja sondimine;"Siia klassi kuulub:
- katsepuurimine, katseläbindamine ja südamikpuurimine ehituslikel, geofüüsikalistel, geoloogilistel jms eesmärkidel.";;"nafta või gaasi ammutamiseks puuraukude puurimine, vt 06101, 06201
nafta või gaasi ammutamisega seotud katsepuurimine, vt 09101
kaevandamisega seotud katsepuurimine ja puurimise abitegevused, vt 09901
veekaevude puurimine, vt 42212
puurimistööd maasoojuse kasutamiseks, vt 42212
šahtide süvistamine, vt 43501
nafta- ja gaasimaardlate uurimine, geofüüsikaline, geoloogiline ja seismiline uuring, vt 71122";;JAH
432;43;Elektriinstallatsioon ja torustiku paigaldus jm ehituspaigaldustööd;Siia gruppi kuulub ehitise toimimiseks vajalike igat liiki süsteemide, nt elektrisüsteemide, vee-, gaasi- ja reoveetorustike, kütte- ja ventilatsioonisüsteemide, liftide jms paigaldamine.;;;;EI
4321;432;Elektriinstallatsioon;"Siia klassi kuulub elektrisüsteemide paigaldus, remont ja hooldus igat tüüpi hoonetes ja rajatistes.
Siia klassi kuulub:
- järgmiste süsteemide paigaldus:
 • elektrijuhtmed ja -tarvikud
 • sidekaablid
 • arvutivõrkude ja televisioonikaablid, k.a kiudoptilised kaablid
 • satelliidiantennid
 • valgustussüsteemid
 • tulekahjusignalisatsioonid
 • turvahäiresüsteemid
 • tänavavalgustus ja signalisatsioonisüsteemid
 • lennuraja valgustus
 • ehitiste päikeseenergiasüsteemid
 • energiasalvestussüsteemid
- elektrisõidukite laadimisjaamade paigaldus
Siia klassi kuulub ka:
- elektriseadmete ja kodutehnika, k.a põrandakütte ühendamine";;"elektri- ja telekommunikatsiooni jaotusvõrgu ehitamine, vt 4222
päikese- või tuuleparkide rajamine, vt 4222
laadimisjaamade ehitamine, nt elektrilistele sõidukitele, vt 4222
piksevarraste paigaldamine, vt 4324
elektrooniliste turvasüsteemide, nt valvesignalisatsioonide ja tulekahjusignalisatsioonide jälgimine ja kaugseire, k.a nende paigaldus ja hooldus, vt 8009";;JAH
43211;4321;Elektripaigaldustööd;"Siia klassi kuulub elektrisüsteemide paigaldus, remont ja hooldus igat tüüpi hoonetes ja rajatistes.
Siia klassi kuulub:
- elektrisõidukite laadimisjaamade paigaldus
Järgmiste süsteemide paigaldus:
- elektrijuhtmed ja -tarvikud
- valgustussüsteemid
- tänavavalgustus
- lennuraja valgustus
- ehitiste päikeseenergiasüsteemid
- energiasalvestussüsteemid
Siia klassi kuulub ka:
- elektriseadmete ja kodutehnika, k.a põrandakütte ühendamine";"avariisüsteemide elektrijuhtmete ja -seadmete paigaldus
elektriarvestite paigaldus
elektrikulu lugejate (paigaldatakse elektrimõõtjale) paigaldamine
elektriliste päikesekollektorite paigaldus
elektriliste soojusarvestite paigaldus
elektriseadmete paigaldamisega seotud elektritööd
korduvkasutatavate elektrimõõturite ühendus ja paigaldus
näituste elektriliste stendide paigaldamine
tänavavalgustuse korrashoid, hooldus ja remont";"elektri- ja telekommunikatsiooni jaotusvõrgu ehitamine, vt 42221
päikese- või tuuleparkide rajamine, vt 42221
laadimisjaamade ehitamine, nt elektrilistele sõidukitele, vt 42221
piksevarraste paigaldamine, vt 43241
elektrooniliste turvasüsteemide, nt valvesignalisatsioonide ja tulekahjusignalisatsioonide jälgimine ja kaugseire, k.a nende paigaldus ja hooldus, vt 80091";;JAH
43212;4321;Signalisatsioonisüsteemide paigaldamine;"Siia klassi kuulub signalisatsioonisüsteemide paigaldus, remont ja hooldus igat tüüpi hoonetes ja rajatistes.
Siia klassi kuulub:
- järgmiste süsteemide paigaldus: tulekahjusignalisatsioonid;  turvahäiresüsteemid
- signalisatsioonisüsteemid";"häire- ja valvesignalisatsiooni paigaldus ilma hilisema seireteenuseta
suitsuandurite paigaldus";"elektri- ja telekommunikatsiooni jaotusvõrgu ehitamine, vt 42221
päikese- või tuuleparkide rajamine, vt 42221
laadimisjaamade ehitamine, nt elektrilistele sõidukitele, vt 42221
piksevarraste paigaldamine, vt 43241
elektrooniliste turvasüsteemide, nt valvesignalisatsioonide ja tulekahjusignalisatsioonide jälgimine ja kaugseire, k.a nende paigaldus ja hooldus, vt 80091";;JAH
43213;4321;Sidekaablite ja antennide paigaldamine;"Siia klassi kuulub sidekaablite ja antennide paigaldus, remont ja hooldus igat tüüpi hoonetes ja rajatistes.
Siia klassi kuulub: 
 järgmiste süsteemide paigaldus:
- sidekaablid
- arvutivõrkude ja televisioonikaablid, k.a kiudoptilised kaablid
- satelliidiantennid";"elektriliste ukselukkude, fonolukkude paigaldus (ilma seireta)
mobiilsidemastide ehitamine
nõrkvoolutööd";"elektri- ja telekommunikatsiooni jaotusvõrgu ehitamine, vt 42221
päikese- või tuuleparkide rajamine, vt 42221
laadimisjaamade ehitamine, nt elektrilistele sõidukitele, vt 42221
piksevarraste paigaldamine, vt 43241
elektrooniliste turvasüsteemide, nt valvesignalisatsioonide ja tulekahjusignalisatsioonide jälgimine ja kaugseire, k.a nende paigaldus ja hooldus, vt 80091";;JAH
4322;432;Torustiku, kütte- ja kliimaseadmete paigaldus;"Siia klassi kuuluvad veevärgi-, kütte- ja kliimaseadmete paigaldus, remont ja hooldus, k.a lisa- ja ümberehitustööd.
Siia klassi kuulub:
- järgmiste süsteemide paigaldus, hooldus ja remont:
 • küttesüsteemid, nt soojuspumbad, päikesekollektorid
 • ahjud, jahutustornid
 • torustikud ja sanitaarseadmed
 • ventilatsiooni- ja kliimaseadmed ning lõõrid
 • gaasiseadmed
 • aurutorustik
 • sprinklersüsteemid, nt tule- ja muruvihmutite süsteemid
- kiviahjude või -pliitide ehitamine või paigaldamine
- ventilatsioonitorustike paigaldamine
Siia klassi kuulub ka:
- meditsiinilise gaasi jaotussüsteemide paigaldamine haiglatesse";;"elektrilise põrandakütte paigaldamine, vt 4321
ventilatsioonitorude, vee-, gaasi- vm vedelike torude kontrollimine kaameraga ilma parandamise või paigaldamiseta, vt 7120";;JAH
43221;4322;Kütte-, ventilatsiooni- ja kliimaseadmete paigaldus, remont ja hooldus;"Siia klassi kuuluvad kütte- ja kliimaseadmete paigaldus, remont ja hooldus, k.a lisa- ja ümberehitustööd.
Siia klassi kuulub:
- järgmiste süsteemide paigaldus, hooldus ja remont: küttesüsteemid, nt soojuspumbad, päikesekollektorid; ahjud, jahutustornid; ventilatsiooni- ja kliimaseadmed ning lõõrid; gaasiseadmed; aurutorustik
- ventilatsioonitorustike paigaldamine
Siia klassi kuulub ka:
- meditsiinilise gaasi jaotussüsteemide paigaldamine haiglatesse";"keskküttesüsteemide remont
koduste kuumaveekatelde hooldus ja remont
külmasüsteemide paigaldus hoonete jahutamiseks, soojuspumpade paigaldus hoonete
kütmiseks ja jahutamiseks, nende seadmete remont ja hooldus (sh laiendused, modifikatsioonid)
mittetööstuslike katelde/ahjude paigaldus
seadmete ühendamine piirkonna küttesüsteemiga";"elektrilise põrandakütte paigaldamine, vt 43211
ventilatsioonitorude, vee-, gaasi- vm vedelike torude kontrollimine kaameraga ilma parandamise või paigaldamiseta, vt 71209
tööstuslike keskküttesüsteemide hooldus ja remont, vt 33111
tööstuslike kliima- ja külmutusseadmete paigaldus, hooldus ja remont, vt 33121 või 33201
päikesekollektorite ja elektrilise põrandakütte paigaldamisega seotud elektritööd, vt 43211
korstnapühkimine, vt 81221";;JAH
43222;4322;Veetorustiku ja sanitaarseadmete paigaldus, remont ja hooldus;"Siia klassi kuuluvad veevärgiseadmete paigaldus, remont ja hooldus, k.a lisa- ja ümberehitustööd.
Siia klassi kuulub:
- järgmiste süsteemide paigaldus, hooldus ja remont: torustikud ja sanitaarseadmed; sprinklersüsteemid, nt tulekustutuse ja muruvihmutite süsteemid";"keraamiliste torude, kaablikanalite, veerennide, k.a torusüsteemide hooldus ja remont
klaastorude, k.a klaastorusüsteemide hooldus ja remont
plasttorude ja -voolikute, k.a torusüsteemide hooldus ja remont
sooja- ja külmaveetorustiku ehitustööd
survevett pihustavate statsionaarsete tulekustutusseadmete paigaldus (k.a hüdrandid koos voolikute ja pihustitega)
veemõõtjate hooldus ja korrashoid
vulkaniseeritud kummist torude, voolikute, lohvide hooldus ja remont";"elektrilise põrandakütte paigaldamine, vt 43211
ventilatsioonitorude, vee-, gaasi- vm vedelike torude kontrollimine kaameraga ilma parandamise või paigaldamiseta, vt 71209
tööstuslike keskküttesüsteemide hooldus ja remont, vt 33111
tööstuslike kliima- ja külmutusseadmete paigaldus, hooldus ja remont, vt 33121 või 33201
päikesekollektorite ja elektrilise põrandakütte paigaldamisega seotud elektritööd, vt 43211
korstnapühkimine, vt 81221";;JAH
43223;4322;Pliitide, ahjude ja kaminate ladumine või paigaldamine;"Siia klassi kuulub: 
- kiviahjude või -pliitide ehitamine või paigaldamine";korstnate ja -ahjude ladumine;"elektrilise põrandakütte paigaldamine, vt 43211
ventilatsioonitorude, vee-, gaasi- vm vedelike torude kontrollimine kaameraga ilma parandamise või paigaldamiseta, vt 71209
tööstuslike keskküttesüsteemide hooldus ja remont, vt 33111
tööstuslike kliima- ja külmutusseadmete paigaldus, hooldus ja remont, vt 33121 või 33201
päikesekollektorite ja elektrilise põrandakütte paigaldamisega seotud elektritööd, vt 43211
korstnapühkimine, vt 81221";;EI
4323;432;Isolatsioonitööd;"Siia klassi kuuluvad:
- soojusisolatsioonitööd, nt torustiku, kuumaveekatelde ja ventilatsioonikanalite isoleerimine, nii seest kui väljast, k.a välisseinte vooderdamine soojustamise eesmärgil
- heliisolatsioonitööd
- vibroisolatsioonitööd
- tuleohutuse tagamiseks tehtavad isolatsioonitööd
- hüdroisolatsioonitööd
- katuste sisesoojustus";;"katuste välissoojustus, vt 4341
katuste hüdroisolatsioonitööd, vt 4341";;JAH
43231;4323;Isolatsioonitööd;"Siia klassi kuuluvad:
- soojusisolatsioonitööd, nt torustiku, kuumaveekatelde ja ventilatsioonikanalite isoleerimine, nii seest kui väljast, k.a välisseinte vooderdamine soojustamise eesmärgil
- heliisolatsioonitööd
- vibroisolatsioonitööd
- tuleohutuse tagamiseks tehtavad isolatsioonitööd
- hüdroisolatsioonitööd
- katuste sisesoojustus";välisvuukide täitmine;"katuste välissoojustus, vt 43411
katuste hüdroisolatsioonitööd, vt 43411
hoone/ruumi akustiliste omadustega seotud tööd, vt 43351
ehitiste niiskuskaitse ja -tõrje, vt 43999";;JAH
4324;432;Muud ehituspaigaldustööd;"Siia klassi kuulub hoonetes ja rajatiste muude seadmete (v.a elektri-, torustiku-, kütte- ja kliimasüsteemid või tööstusmasinad) paigaldus, remont ja hooldus
Siia klassi kuulub:
- järgmiste seadmete paigaldamine hoonetesse vm rajatistesse:
 • liftid, eskalaatorid, k.a trepitõstukid
 • automaat- ja pöörduksed
 • piksevardad
 • kesktolmuimejasüsteemid
 • rulood ja markiisid
- piirdeaedade, piirete ja evakuatsiooniredelite paigaldamine
- valgustatud või valgustamata siltide paigaldamine
- lukkude paigaldamine või asendamine
- automaatsüsteemide paigaldamine hoonetele, nt uste ja akende avamiseks
Siia klassi kuulub ka:
- ehitajate isiklikuks ohutuseks seadmete, nt julgestusköite paigaldamine";;tööstusseadmete paigaldamine, vt 3320;;JAH
43241;4324;Muud ehituspaigaldustööd;"Siia klassi kuulub hoonetes ja rajatiste muude seadmete (v.a elektri-, torustiku-, kütte- ja kliimasüsteemid või tööstusmasinad) paigaldus, remont ja hooldus
Siia klassi kuulub:
- järgmiste seadmete paigaldamine hoonetesse vm rajatistesse: liftid, eskalaatorid, k.a trepitõstukid; automaat- ja pöörduksed; piksevardad; kesktolmuimejasüsteemid; rulood ja markiisid
- piirdeaedade, piirete ja evakuatsiooniredelite paigaldamine
- valgustatud või valgustamata siltide paigaldamine
- lukkude paigaldamine või asendamine
- automaatsüsteemide paigaldamine hoonetele, nt uste ja akende avamiseks
Siia klassi kuulub ka:
- ehitajate isiklikuks ohutuseks seadmete, nt julgestusköite paigaldamine";"aedade ja väravate paigaldus
aknakatete, päikesevarjude jms paigaldus
elektriisolaatorite paigaldus toiteliinidele
liikurteede paigaldus, hooldus ja remont
siltide ja märkide paigaldus (valgustatud või mitte)";tööstusseadmete paigaldamine, vt 33201;;JAH
433;43;Ehitiste viimistlus ja lõpetamine;;;;;EI
4331;433;Krohvimine;"Siia klassi kuulub:
- hoonete vm rajatiste katmine seest ja väljast krohvi või kipskrohviga ning krohvivõrgu paigaldamine
- kipsplaatide paigaldamine seintele ja lagede krohvimine";;;;JAH
43311;4331;Krohvimine;"Siia klassi kuulub:
- hoonete vm rajatiste katmine seest ja väljast krohvi või kipskrohviga ning krohvivõrgu paigaldamine
- kipsplaatide paigaldamine seintele ja lagede krohvimine";;heliisolatsioonitööd, vt 43231;;JAH
4332;433;Ehituspuusepatoodete paigaldus;"Siia klassi kuulub:
- puidust vms materjalist uste (v.a automaat- või pöörduksed), akende, ukse- ja aknaraamide paigaldamine
- sisseehitatava köögimööbli, sisseehitatud kappide, treppide, kaupluse sisustuse jms paigaldamine
- siseviimistlustööd, nt lagede, teisaldatavate vaheseinte jms paigaldamine
- puidust vms materjalist talveaedade, verandade ja rõdude paigaldamine
- stendide ja kioskite kokkupanek, nt turgudel, näitustel, messidel";;"automaat- ja pöörduste paigaldamine, vt 4324
stendide ja kioskite rentimine ja kasutusrent, nt näituste või messide jaoks, vt 7739";;JAH
43321;4332;Puidust jm materjalist uste, akende ja treppide paigaldus;"Siia klassi kuulub:
- puidust vms materjalist uste (v.a automaat- või pöörduksed), akende, ukse- ja aknaraamide paigaldamine
- sisseehitatavate treppide paigaldamine";"puidust vm materjalist aknaluukide, garaažiuste jne paigaldus
tulekindlate uste paigaldus
välisuste tugevdamine ja tugevdatud uste paigaldus";"automaat- ja pöörduste paigaldamine, vt 43241
stendide ja kioskite rentimine ja kasutusrent, nt näituste või messide jaoks, vt 77399";;JAH
43329;4332;Muude ehituspuusepatoodete paigaldus;"Siia klassi kuulub:
- sisseehitatava köögimööbli, sisseehitatud kappide, kaupluse sisustuse jms paigaldamine
- siseviimistlustööd, nt lagede, teisaldatavate vaheseinte jms paigaldamine
- puidust vms materjalist talveaedade, verandade ja rõdude paigaldamine
- stendide ja kioskite kokkupanek, nt turgudel, näitustel, messidel";"ehituspuusepatööd erinevate materjalidega
kasvuhoonete paigaldus
puidust radiaatoreid varjavate võrede paigaldus
puitvooderduse ja -paneelide paigaldus";"automaat- ja pöörduste paigaldamine, vt 43241
stendide ja kioskite rentimine ja kasutusrent, nt näituste või messide jaoks, vt 77399";;JAH
4333;433;Põranda- ja seinakatete paigaldus;"Siia klassi kuulub:
- järgmiste materjalide paigaldamine hoonetesse ja teistesse rajatistesse:
 • keraamilised, betoonist või tahutud kivist seina- või põrandaplaadid, keraamilised pliidiplaadid
 • parkett ja muud puidust põrandakatted, puidust seinakatted
 • vaibad ja linoleumpõrandakatted, k.a kummist ja plastikust põrandakatted 
 • terratsost, marmorist, graniidist või kiltkivist põranda- või seinakatted
 • tapeet
Siia klassi kuulub ka:
- parketi vm puitpõrandakatete lihvimine, poleerimine ja tihendamine";;välisseinte vooderdamine, vt 4335;;JAH
43331;4333;Põranda- ja seinakatete paigaldus;"Siia klassi kuulub:
järgmiste materjalide paigaldamine hoonetesse ja teistesse rajatistesse:
- keraamilised, betoonist või tahutud kivist seina- või põrandaplaadid, keraamilised pliidiplaadid
- parkett ja muud puidust põrandakatted, puidust seinakatted
- vaibad ja linoleumpõrandakatted, k.a kummist ja plastikust põrandakatted 
- terratsost, marmorist, graniidist või kiltkivist põranda- või seinakatted
- tapeet
Siia klassi kuulub ka:
- parketi vm puitpõrandakatete lihvimine, poleerimine ja tihendamine";"ahjude katmine keraamiliste kivide või plaatidega (v.a ahjude ladumine)
paigaldustöödega seotud vahatamine, poonimine jms viimistlemine
puitpõrandate, puidust seina- ja põrandakatete, k.a parketi paigaldus
põrandate ja seinte plaatimine
tapeedi eemaldamine
terratsopõrandate tegemine/valamine kohapeal";välisseinte vooderdamine, vt 43351;;JAH
4334;433;Värvimine ja klaasimine;"Siia klassi kuulub:
- hoonete värvimine seest ja väljast
- rajatiste värvimine
- klaasi, peeglite jms paigaldamine
Siia klassi kuulub ka:
- hoonete ja rajatiste metallpindade katmine";;"katuste veekindlaks muutmine, vt 4341
akende paigaldamine, vt 4332
teede, tänavate jms teekatte märgistustööd, vt 4350";;JAH
43341;4334;Värvimine ja klaasimine;"Siia klassi kuulub:
- hoonete värvimine seest ja väljast
- rajatiste värvimine
- klaasi, peeglite jms paigaldamine
Siia klassi kuulub ka:
- hoonete ja rajatiste metallpindade katmine";"aknaklaaside, klaaskatete, peegelseinte jm klaaselementide paigaldus
katuste värvimine
piirete, võrede, ukse- ja aknaraamide jne värvimine
värvi eemaldamine
värvimise ja klaasimisega seotud lõppviimistlustööd";"katuste veekindlaks muutmine, vt 43411
akende paigaldamine, vt 43321
teede, tänavate jms teekatte märgistustööd, vt 43501";;JAH
4335;433;Muu ehitiste viimistlus ja lõpetamine;"Siia klassi kuuluvad viimistlustööd, millega lõpeb hoone ehitus.
Siia klassi kuulub: 
- kokkupandavate metallilehtede, terasest detailide, profiilide jms paigaldamine
- siseviimistluse paigaldamine hoonetele
- välisseinte vooderdamine
- rippfassaadide paigaldamine
- muud ehitise lõpetamis- ja viimistlustööd, mujal liigitamata";;"suuremahuliste riiulisüsteemide ja ladude paigaldamine (mis ei ole hoone lahutamatu osa), vt 3320
akustiliste paneelide, plaatide jms materjalide paigaldamine, vt 4323
sisekujundus, vt 7413
hoonete ja rajatiste üldine sisepuhastus, vt 8121
hoonete sise- ja väliseripuhastus, vt 8122
hoonete välispindade puhastamine auru, liivapritsi jms abil, vt 8122";;JAH
43351;4335;Muu ehitiste viimistlus ja lõpetamine;"Siia klassi kuuluvad viimistlustööd, millega lõpeb hoone ehitus.
Siia klassi kuulub: 
- kokkupandavate metallilehtede, terasest detailide, profiilide jms paigaldamine
- siseviimistluse paigaldamine hoonetele
- välisseinte vooderdamine
- rippfassaadide paigaldamine
- muud ehitise lõpetamis- ja viimistlustööd, mujal liigitamata";"akendele päikesekiirte kaitsekile paigaldamine
hoone/ruumi akustiliste omadustega seotud tööd (nt akustiliste paneelide, plaatide jms akustiliste materjalide paigaldus ehitiste siseseintele ja lagedele)
metallitööd kujunduslikel eesmärkidel
radiaatoreid varjavate võrede (v.a puidust) paigaldus
standardsete või eritellimusel valmistatud plekkdetailide paigaldus
teisaldatavate metallvaheseinte ja metallripplagede paigaldus";"suuremahuliste riiulisüsteemide ja ladude paigaldamine (mis ei ole hoone lahutamatu osa), vt 33201
akustiliste paneelide, plaatide jms materjalide paigaldamine, vt 43231
sisekujundus, vt 74131
hoonete ja rajatiste üldine sisepuhastus, vt 81211
hoonete sise- ja väliseripuhastus, vt 81221
hoonete välispindade puhastamine auru, liivapritsi jms abil, vt 81221";;JAH
